abbrev,measDate,value,measUnit
CLAFTCCO,2022-06-21,1300,cfs
CLAFTCCO,2022-06-22,1330,cfs
CLAFTCCO,2022-06-23,1290,cfs
CLAFTCCO,2022-06-24,1150,cfs
CLAFTCCO,2022-06-25,1160,cfs
CLAFTCCO,2022-06-26,1050,cfs
CLAFTCCO,2022-06-27,1070,cfs
CLAFTCCO,2022-06-28,983,cfs
CLAFTCCO,2022-06-29,932,cfs
CLAFTCCO,2022-06-30,923,cfs
CLAFTCCO,2022-07-01,935,cfs
CLAFTCCO,2022-07-02,881,cfs
CLAFTCCO,2022-07-03,824,cfs
CLAFTCCO,2022-07-04,895,cfs
CLAFTCCO,2022-07-05,874,cfs
CLAFTCCO,2022-07-06,947,cfs
CLAFTCCO,2022-07-07,814,cfs
CLAFTCCO,2022-07-08,738,cfs
CLAFTCCO,2022-07-09,660,cfs
CLAFTCCO,2022-07-10,615,cfs
CLAFTCCO,2022-07-11,573,cfs
CLAFTCCO,2022-07-12,517,cfs
CLAFTCCO,2022-07-13,488,cfs
CLAFTCCO,2022-07-14,468,cfs
CLAFTCCO,2022-07-15,465,cfs
CLAFTCCO,2022-07-16,640,cfs
CLAFTCCO,2022-07-17,527,cfs
CLAFTCCO,2022-07-18,457,cfs
CLAFTCCO,2022-07-19,401,cfs
CLAFTCCO,2022-07-20,393,cfs
CLAFTCCO,2022-07-21,371,cfs
CLAFTCCO,2022-07-22,334,cfs
CLAFTCCO,2022-07-23,336,cfs
CLAFTCCO,2022-07-24,376,cfs
CLAFTCCO,2022-07-25,375,cfs
CLAFTCCO,2022-07-26,354,cfs
CLAFTCCO,2022-07-27,328,cfs
CLAFTCCO,2022-07-28,358,cfs
CLAFTCCO,2022-07-29,384,cfs
CLAFTCCO,2022-07-30,304,cfs
CLAFTCCO,2022-07-31,292,cfs
CLAFTCCO,2022-08-01,291,cfs
CLAFTCCO,2022-08-02,274,cfs
CLAFTCCO,2022-08-03,261,cfs
CLAFTCCO,2022-08-04,256,cfs
CLAFTCCO,2022-08-05,231,cfs
CLAFTCCO,2022-08-06,293,cfs
CLAFTCCO,2022-08-07,275,cfs
CLAFTCCO,2022-08-08,246,cfs
CLAFTCCO,2022-08-09,220,cfs
CLAFTCCO,2022-08-10,216,cfs
CLAFTCCO,2022-08-11,217,cfs
CLAFTCCO,2022-08-12,224,cfs
CLAFTCCO,2022-08-13,229,cfs
CLAFTCCO,2022-08-14,290,cfs
CLAFTCCO,2022-08-15,301,cfs
CLAFTCCO,2022-08-16,430,cfs
CLAFTCCO,2022-08-17,369,cfs
CLAFTCCO,2022-08-18,371,cfs
CLAFTCCO,2022-08-19,330,cfs
CLAFTCCO,2022-08-20,319,cfs
CLAFTCCO,2022-08-21,316,cfs
CLAFTCCO,2022-08-22,360,cfs
CLAFTCCO,2022-08-23,290,cfs
CLAFTCCO,2022-08-24,285,cfs
CLAFTCCO,2022-08-25,261,cfs
CLAFTCCO,2022-08-26,238,cfs
CLAFTCCO,2022-08-27,256,cfs
CLAFTCCO,2022-08-28,247,cfs
CLAFTCCO,2022-08-29,233,cfs
CLAFTCCO,2022-08-30,222,cfs
CLAFTCCO,2022-08-31,194,cfs
CLAFTCCO,2022-09-01,178,cfs
CLAFTCCO,2022-09-02,152,cfs
CLAFTCCO,2022-09-03,151,cfs
CLAFTCCO,2022-09-04,165,cfs
CLAFTCCO,2022-09-05,148,cfs
CLAFTCCO,2022-09-06,143,cfs
CLAFTCCO,2022-09-07,135,cfs
CLAFTCCO,2022-09-08,124,cfs
CLAFTCCO,2022-09-09,122,cfs
CLAFTCCO,2022-09-10,126,cfs
CLAFTCCO,2022-09-11,93,cfs
CLAFTCCO,2022-09-12,77,cfs
CLAFTCCO,2022-09-13,53,cfs
CLAFTCCO,2022-09-14,43,cfs
CLAFTCCO,2022-09-15,70,cfs
CLAFTCCO,2022-09-16,85,cfs
CLAFTCCO,2022-09-17,89,cfs
CLAFTCCO,2022-09-18,93,cfs
CLAFTCCO,2022-09-19,77,cfs
CLAFTCCO,2022-09-20,85,cfs
CLAFTCCO,2022-09-21,85,cfs
CLAFTCCO,2022-09-22,117,cfs
CLAFTCCO,2022-09-23,107,cfs
CLAFTCCO,2022-09-24,86,cfs
CLAFTCCO,2022-09-25,69,cfs
CLAFTCCO,2022-09-26,66,cfs
CLAFTCCO,2022-09-27,53,cfs
CLAFTCCO,2022-09-28,55,cfs
CLAFTCCO,2022-09-29,64,cfs
CLAFTCCO,2022-09-30,51,cfs
CLAFTCCO,2022-10-01,67,cfs
CLAFTCCO,2022-10-02,67,cfs
CLAFTCCO,2022-10-03,62,cfs
CLAFTCCO,2022-10-04,65,cfs
CLAFTCCO,2022-10-05,62,cfs
CLAFTCCO,2022-10-06,42,cfs
CLAFTCCO,2022-10-07,41,cfs
CLAFTCCO,2022-10-08,50,cfs
CLAFTCCO,2022-10-09,56,cfs
CLAFTCCO,2022-10-10,58,cfs
CLAFTCCO,2022-10-11,51,cfs
CLAFTCCO,2022-10-12,53,cfs
CLAFTCCO,2022-10-13,53,cfs
CLAFTCCO,2022-10-14,52,cfs
CLAFTCCO,2022-10-15,44,cfs
CLAFTCCO,2022-10-16,49,cfs
CLAFTCCO,2022-10-17,50,cfs
CLAFTCCO,2022-10-18,54,cfs
CLAFTCCO,2022-10-19,53,cfs
CLAFTCCO,2022-10-20,54,cfs
CLAFTCCO,2022-10-21,51,cfs
CLAFTCCO,2022-10-22,48,cfs
CLAFTCCO,2022-10-23,49,cfs
CLAFTCCO,2022-10-24,51,cfs
CLAFTCCO,2022-10-25,52,cfs
CLAFTCCO,2022-10-26,74,cfs
CLAFTCCO,2022-10-27,89,cfs
CLAFTCCO,2022-10-28,92,cfs
CLAFTCCO,2022-10-29,81,cfs
CLAFTCCO,2022-10-30,65,cfs
CLAFTCCO,2022-10-31,61,cfs
CLAFTCCO,2022-11-01,47,cfs
CLAFTCCO,2022-11-02,51,cfs
CLAFTCCO,2022-11-03,46,cfs
CLAFTCCO,2022-11-04,47,cfs
CLAFTCCO,2022-11-05,34,cfs
CLAFTCCO,2022-11-06,52,cfs
CLAFTCCO,2022-11-07,50,cfs
CLAFTCCO,2022-11-08,55,cfs
CLAFTCCO,2022-11-09,55,cfs
CLAFTCCO,2022-11-10,49,cfs
CLAFTCCO,2022-11-11,43,cfs
CLAFTCCO,2022-11-12,19,cfs
CLAFTCCO,2022-11-13,35,cfs
CLAFTCCO,2022-11-14,55,cfs
CLAFTCCO,2022-11-15,60,cfs
CLAFTCCO,2022-11-16,55,cfs
CLAFTCCO,2022-11-17,45,cfs
CLAFTCCO,2022-11-18,25,cfs
CLAFTCCO,2022-11-19,30,cfs
CLAFTCCO,2022-11-20,35,cfs
CLAFTCCO,2022-11-21,35,cfs
CLAFTCCO,2022-11-22,40,cfs
CLAFTCCO,2022-11-23,45,cfs
CLAFTCCO,2022-11-24,50,cfs
CLAFTCCO,2022-11-25,55,cfs
CLAFTCCO,2022-11-26,60,cfs
CLAFTCCO,2022-11-27,65,cfs
CLAFTCCO,2022-11-28,75,cfs
CLAFTCCO,2022-11-29,65,cfs
CLAFTCCO,2022-11-30,55,cfs
CLAFTCCO,2022-12-01,60,cfs
CLAFTCCO,2022-12-02,70,cfs
CLAFTCCO,2022-12-03,60,cfs
CLAFTCCO,2022-12-04,55,cfs
CLAFTCCO,2022-12-05,60,cfs
CLAFTCCO,2022-12-06,65,cfs
CLAFTCCO,2022-12-07,70,cfs
CLAFTCCO,2022-12-08,65,cfs
CLAFTCCO,2022-12-09,60,cfs
CLAFTCCO,2022-12-10,55,cfs
CLAFTCCO,2022-12-11,60,cfs
CLAFTCCO,2022-12-12,60,cfs
CLAFTCCO,2022-12-13,50,cfs
CLAFTCCO,2022-12-14,45,cfs
CLAFTCCO,2022-12-15,40,cfs
CLAFTCCO,2022-12-16,35,cfs
CLAFTCCO,2022-12-17,40,cfs
CLAFTCCO,2022-12-18,45,cfs
CLAFTCCO,2022-12-19,55,cfs
CLAFTCCO,2022-12-20,60,cfs
CLAFTCCO,2022-12-21,65,cfs
CLAFTCCO,2022-12-22,40,cfs
CLAFTCCO,2022-12-23,25,cfs
CLAFTCCO,2022-12-24,30,cfs
CLAFTCCO,2022-12-25,35,cfs
CLAFTCCO,2022-12-26,40,cfs
CLAFTCCO,2022-12-27,45,cfs
CLAFTCCO,2022-12-28,50,cfs
CLAFTCCO,2022-12-29,50,cfs
CLAFTCCO,2022-12-30,45,cfs
CLAFTCCO,2022-12-31,55,cfs
CLAFTCCO,2023-01-01,60,cfs
CLAFTCCO,2023-01-02,55,cfs
CLAFTCCO,2023-01-03,50,cfs
CLAFTCCO,2023-01-04,50,cfs
CLAFTCCO,2023-01-05,50,cfs
CLAFTCCO,2023-01-06,50,cfs
CLAFTCCO,2023-01-07,55,cfs
CLAFTCCO,2023-01-08,55,cfs
CLAFTCCO,2023-01-09,60,cfs
CLAFTCCO,2023-01-10,60,cfs
CLAFTCCO,2023-01-11,55,cfs
CLAFTCCO,2023-01-12,50,cfs
CLAFTCCO,2023-01-13,55,cfs
CLAFTCCO,2023-01-14,65,cfs
CLAFTCCO,2023-01-15,60,cfs
CLAFTCCO,2023-01-16,60,cfs
CLAFTCCO,2023-01-17,55,cfs
CLAFTCCO,2023-01-18,55,cfs
CLAFTCCO,2023-01-19,50,cfs
CLAFTCCO,2023-01-20,50,cfs
CLAFTCCO,2023-01-21,55,cfs
CLAFTCCO,2023-01-22,50,cfs
CLAFTCCO,2023-01-23,50,cfs
CLAFTCCO,2023-01-24,45,cfs
CLAFTCCO,2023-01-25,50,cfs
CLAFTCCO,2023-01-26,55,cfs
CLAFTCCO,2023-01-27,60,cfs
CLAFTCCO,2023-01-28,50,cfs
CLAFTCCO,2023-01-29,40,cfs
CLAFTCCO,2023-01-30,35,cfs
CLAFTCCO,2023-01-31,35,cfs
CLAFTCCO,2023-02-01,40,cfs
CLAFTCCO,2023-02-02,50,cfs
CLAFTCCO,2023-02-03,55,cfs
CLAFTCCO,2023-02-04,60,cfs
CLAFTCCO,2023-02-05,50,cfs
CLAFTCCO,2023-02-06,50,cfs
CLAFTCCO,2023-02-07,45,cfs
CLAFTCCO,2023-02-08,55,cfs
CLAFTCCO,2023-02-09,50,cfs
CLAFTCCO,2023-02-10,55,cfs
CLAFTCCO,2023-02-11,55,cfs
CLAFTCCO,2023-02-12,60,cfs
CLAFTCCO,2023-02-13,65,cfs
CLAFTCCO,2023-02-14,50,cfs
CLAFTCCO,2023-02-15,35,cfs
CLAFTCCO,2023-02-16,30,cfs
CLAFTCCO,2023-02-17,40,cfs
CLAFTCCO,2023-02-18,50,cfs
CLAFTCCO,2023-02-19,60,cfs
CLAFTCCO,2023-02-20,65,cfs
CLAFTCCO,2023-02-21,70,cfs
CLAFTCCO,2023-02-22,55,cfs
CLAFTCCO,2023-02-23,45,cfs
CLAFTCCO,2023-02-24,40,cfs
CLAFTCCO,2023-02-25,50,cfs
CLAFTCCO,2023-02-26,55,cfs
CLAFTCCO,2023-02-27,60,cfs
CLAFTCCO,2023-02-28,55,cfs
CLAFTCCO,2023-03-01,55,cfs
CLAFTCCO,2023-03-02,60,cfs
CLAFTCCO,2023-03-03,65,cfs
CLAFTCCO,2023-03-04,60,cfs
CLAFTCCO,2023-03-05,65,cfs
CLAFTCCO,2023-03-06,60,cfs
CLAFTCCO,2023-03-07,55,cfs
CLAFTCCO,2023-03-08,55,cfs
CLAFTCCO,2023-03-09,60,cfs
CLAFTCCO,2023-03-10,60,cfs
CLAFTCCO,2023-03-11,65,cfs
CLAFTCCO,2023-03-12,60,cfs
CLAFTCCO,2023-03-13,55,cfs
CLAFTCCO,2023-03-14,53,cfs
CLAFTCCO,2023-03-15,61,cfs
CLAFTCCO,2023-03-16,65,cfs
CLAFTCCO,2023-03-17,41,cfs
CLAFTCCO,2023-03-18,31,cfs
CLAFTCCO,2023-03-19,36,cfs
CLAFTCCO,2023-03-20,56,cfs
CLAFTCCO,2023-03-21,47,cfs
CLAFTCCO,2023-03-22,48,cfs
CLAFTCCO,2023-03-23,46,cfs
CLAFTCCO,2023-03-24,53,cfs
CLAFTCCO,2023-03-25,54,cfs
CLAFTCCO,2023-03-26,43,cfs
CLAFTCCO,2023-03-27,45,cfs
CLAFTCCO,2023-03-28,35,cfs
CLAFTCCO,2023-03-29,43,cfs
CLAFTCCO,2023-03-30,51,cfs
CLAFTCCO,2023-03-31,44,cfs
CLAFTCCO,2023-04-01,44,cfs
CLAFTCCO,2023-04-02,48,cfs
CLAFTCCO,2023-04-03,48,cfs
CLAFTCCO,2023-04-04,49,cfs
CLAFTCCO,2023-04-05,40,cfs
CLAFTCCO,2023-04-06,42,cfs
CLAFTCCO,2023-04-07,48,cfs
CLAFTCCO,2023-04-08,51,cfs
CLAFTCCO,2023-04-09,53,cfs
CLAFTCCO,2023-04-10,56,cfs
CLAFTCCO,2023-04-11,88,cfs
CLAFTCCO,2023-04-12,121,cfs
CLAFTCCO,2023-04-13,181,cfs
CLAFTCCO,2023-04-14,221,cfs
CLAFTCCO,2023-04-15,208,cfs
CLAFTCCO,2023-04-16,178,cfs
CLAFTCCO,2023-04-17,184,cfs
CLAFTCCO,2023-04-18,144,cfs
CLAFTCCO,2023-04-19,165,cfs
CLAFTCCO,2023-04-20,166,cfs
CLAFTCCO,2023-04-21,135,cfs
CLAFTCCO,2023-04-22,81,cfs
CLAFTCCO,2023-04-23,75,cfs
CLAFTCCO,2023-04-24,120,cfs
CLAFTCCO,2023-04-25,120,cfs
CLAFTCCO,2023-04-26,140,cfs
CLAFTCCO,2023-04-27,151,cfs
CLAFTCCO,2023-04-28,185,cfs
CLAFTCCO,2023-04-29,190,cfs
CLAFTCCO,2023-04-30,216,cfs
CLAFTCCO,2023-05-01,282,cfs
CLAFTCCO,2023-05-02,282,cfs
CLAFTCCO,2023-05-03,320,cfs
CLAFTCCO,2023-05-04,813,cfs
CLAFTCCO,2023-05-05,887,cfs
CLAFTCCO,2023-05-06,824,cfs
CLAFTCCO,2023-05-07,775,cfs
CLAFTCCO,2023-05-08,803,cfs
CLAFTCCO,2023-05-09,836,cfs
CLAFTCCO,2023-05-10,793,cfs
CLAFTCCO,2023-05-11,710,cfs
CLAFTCCO,2023-05-12,696,cfs
CLAFTCCO,2023-05-13,555,cfs
CLAFTCCO,2023-05-14,696,cfs
CLAFTCCO,2023-05-15,1040,cfs
CLAFTCCO,2023-05-16,1140,cfs
CLAFTCCO,2023-05-17,1470,cfs
CLAFTCCO,2023-05-18,1450,cfs
CLAFTCCO,2023-05-19,1550,cfs
CLAFTCCO,2023-05-20,1350,cfs
CLAFTCCO,2023-05-21,1420,cfs
CLAFTCCO,2023-05-22,1450,cfs
CLAFTCCO,2023-05-23,1380,cfs
CLAFTCCO,2023-05-24,1370,cfs
CLAFTCCO,2023-05-25,1420,cfs
CLAFTCCO,2023-05-26,1560,cfs
CLAFTCCO,2023-05-27,1510,cfs
CLAFTCCO,2023-05-28,1490,cfs
CLAFTCCO,2023-05-29,1350,cfs
CLAFTCCO,2023-05-30,1230,cfs
CLAFTCCO,2023-05-31,1210,cfs
CLAFTCCO,2023-06-01,1120,cfs
CLAFTCCO,2023-06-02,1180,cfs
CLAFTCCO,2023-06-03,1200,cfs
CLAFTCCO,2023-06-04,1530,cfs
CLAFTCCO,2023-06-05,2020,cfs
CLAFTCCO,2023-06-06,2050,cfs
CLAFTCCO,2023-06-07,1830,cfs
CLAFTCCO,2023-06-08,1990,cfs
CLAFTCCO,2023-06-09,1920,cfs
CLAFTCCO,2023-06-10,1770,cfs
CLAFTCCO,2023-06-11,1660,cfs
CLAFTCCO,2023-06-12,1850,cfs
CLAFTCCO,2023-06-13,2000,cfs
CLAFTCCO,2023-06-14,2190,cfs
CLAFTCCO,2023-06-15,2130,cfs
CLAFTCCO,2023-06-16,2250,cfs
CLAFTCCO,2023-06-17,2520,cfs
CLAFTCCO,2023-06-18,2400,cfs
CLAFTCCO,2023-06-19,2180,cfs
CLAFTCCO,2023-06-20,2090,cfs
CLAFTCCO,2023-06-21,1980,cfs
CLAFTCCO,2023-06-22,1990,cfs
CLAFTCCO,2023-06-23,1990,cfs
CLAFTCCO,2023-06-24,1850,cfs
CLAFTCCO,2023-06-25,1640,cfs
CLAFTCCO,2023-06-26,1440,cfs
CLAFTCCO,2023-06-27,1290,cfs
CLAFTCCO,2023-06-28,1210,cfs
CLAFTCCO,2023-06-29,1090,cfs
CLAFTCCO,2023-06-30,1160,cfs
CLAFTCCO,2023-07-01,1390,cfs
CLAFTCCO,2023-07-02,1300,cfs
CLAFTCCO,2023-07-03,1240,cfs
CLAFTCCO,2023-07-04,1220,cfs
CLAFTCCO,2023-07-05,1280,cfs
CLAFTCCO,2023-07-06,1260,cfs
CLAFTCCO,2023-07-07,1170,cfs
CLAFTCCO,2023-07-08,1130,cfs
CLAFTCCO,2023-07-09,1070,cfs
CLAFTCCO,2023-07-10,959,cfs
CLAFTCCO,2023-07-11,857,cfs
CLAFTCCO,2023-07-12,775,cfs
CLAFTCCO,2023-07-13,739,cfs
CLAFTCCO,2023-07-14,787,cfs
CLAFTCCO,2023-07-15,786,cfs
CLAFTCCO,2023-07-16,660,cfs
CLAFTCCO,2023-07-17,638,cfs
CLAFTCCO,2023-07-18,593,cfs
CLAFTCCO,2023-07-19,570,cfs
CLAFTCCO,2023-07-20,596,cfs
CLAFTCCO,2023-07-21,664,cfs
CLAFTCCO,2023-07-22,592,cfs
CLAFTCCO,2023-07-23,541,cfs
CLAFTCCO,2023-07-24,545,cfs
CLAFTCCO,2023-07-25,515,cfs
CLAFTCCO,2023-07-26,465,cfs
CLAFTCCO,2023-07-27,438,cfs
CLAFTCCO,2023-07-28,413,cfs
CLAFTCCO,2023-07-29,408,cfs
CLAFTCCO,2023-07-30,392,cfs
CLAFTCCO,2023-07-31,433,cfs
CLAFTCCO,2023-08-01,593,cfs
CLAFTCCO,2023-08-02,546,cfs
CLAFTCCO,2023-08-03,629,cfs
CLAFTCCO,2023-08-04,615,cfs
CLAFTCCO,2023-08-05,506,cfs
CLAFTCCO,2023-08-06,465,cfs
CLAFTCCO,2023-08-07,476,cfs
CLAFTCCO,2023-08-08,425,cfs
CLAFTCCO,2023-08-09,390,cfs
CLAFTCCO,2023-08-10,360,cfs
CLAFTCCO,2023-08-11,335,cfs
CLAFTCCO,2023-08-12,311,cfs
CLAFTCCO,2023-08-13,305,cfs
CLAFTCCO,2023-08-14,300,cfs
CLAFTCCO,2023-08-15,286,cfs
CLAFTCCO,2023-08-16,269,cfs
CLAFTCCO,2023-08-17,258,cfs
CLAFTCCO,2023-08-18,249,cfs
CLAFTCCO,2023-08-19,237,cfs
CLAFTCCO,2023-08-20,238,cfs
CLAFTCCO,2023-08-21,224,cfs
CLAFTCCO,2023-08-22,206,cfs
CLAFTCCO,2023-08-23,183,cfs
CLAFTCCO,2023-08-24,192,cfs
CLAFTCCO,2023-08-25,255,cfs
CLAFTCCO,2023-08-26,279,cfs
CLAFTCCO,2023-08-27,242,cfs
CLAFTCCO,2023-08-28,242,cfs
CLAFTCCO,2023-08-29,248,cfs
CLAFTCCO,2023-08-30,212,cfs
CLAFTCCO,2023-08-31,162,cfs
CLAFTCCO,2023-09-01,113,cfs
CLAFTCCO,2023-09-02,97,cfs
CLAFTCCO,2023-09-03,85,cfs
CLAFTCCO,2023-09-04,179,cfs
CLAFTCCO,2023-09-05,172,cfs
CLAFTCCO,2023-09-06,115,cfs
CLAFTCCO,2023-09-07,113,cfs
CLAFTCCO,2023-09-08,95,cfs
CLAFTCCO,2023-09-09,76,cfs
CLAFTCCO,2023-09-10,71,cfs
CLAFTCCO,2023-09-11,56,cfs
CLAFTCCO,2023-09-12,55.6,cfs
CLAFTCCO,2023-09-13,36.9,cfs
CLAFTCCO,2023-09-14,48.7,cfs
CLAFTCCO,2023-09-15,96.3,cfs
CLAFTCCO,2023-09-16,65.4,cfs
CLAFTCCO,2023-09-17,30.9,cfs
CLAFTCCO,2023-09-18,30.6,cfs
CLAFTCCO,2023-09-19,22.7,cfs
CLAFTCCO,2023-09-20,31.8,cfs
CLAFTCCO,2023-09-21,33.7,cfs
CLAFTCCO,2023-09-22,22.6,cfs
CLAFTCCO,2023-09-23,42.1,cfs
CLAFTCCO,2023-09-24,44.4,cfs
CLAFTCCO,2023-09-25,41.8,cfs
CLAFTCCO,2023-09-26,33.5,cfs
CLAFTCCO,2023-09-27,33.7,cfs
CLAFTCCO,2023-09-28,32.6,cfs
CLAFTCCO,2023-09-29,19.6,cfs
CLAFTCCO,2023-09-30,29.9,cfs
CLARIVCO,2020-10-01,33,cfs
CLARIVCO,2020-10-02,28,cfs
CLARIVCO,2020-10-03,43,cfs
CLARIVCO,2020-10-04,43,cfs
CLARIVCO,2020-10-05,42,cfs
CLARIVCO,2020-10-06,42,cfs
CLARIVCO,2020-10-07,41,cfs
CLARIVCO,2020-10-08,42,cfs
CLARIVCO,2020-10-09,44,cfs
CLARIVCO,2020-10-10,46,cfs
CLARIVCO,2020-10-11,47,cfs
CLARIVCO,2020-10-12,49,cfs
CLARIVCO,2020-10-13,50,cfs
CLARIVCO,2020-10-14,50,cfs
CLARIVCO,2020-10-15,52,cfs
CLARIVCO,2020-10-16,45,cfs
CLARIVCO,2020-10-17,43,cfs
CLARIVCO,2020-10-18,43,cfs
CLARIVCO,2020-10-19,42,cfs
CLARIVCO,2020-10-20,45,cfs
CLARIVCO,2020-10-21,48,cfs
CLARIVCO,2020-10-22,46,cfs
CLARIVCO,2020-10-23,59,cfs
CLARIVCO,2020-10-24,308,cfs
CLARIVCO,2020-10-25,404,cfs
CLARIVCO,2020-10-26,401,cfs
CLARIVCO,2020-10-27,394,cfs
CLARIVCO,2020-10-28,378,cfs
CLARIVCO,2020-10-29,334,cfs
CLARIVCO,2020-10-30,238,cfs
CLARIVCO,2020-10-31,79,cfs
CLARIVCO,2020-11-01,39.6,cfs
CLARIVCO,2020-11-11,17.3,cfs
CLARIVCO,2020-11-12,17,cfs
CLARIVCO,2020-11-13,17,cfs
CLARIVCO,2020-11-14,16,cfs
CLARIVCO,2020-11-15,17,cfs
CLARIVCO,2020-11-16,17,cfs
CLARIVCO,2020-11-17,16,cfs
CLARIVCO,2020-11-18,16,cfs
CLARIVCO,2020-11-19,16,cfs
CLARIVCO,2020-11-20,16,cfs
CLARIVCO,2020-11-21,16,cfs
CLARIVCO,2020-11-22,16,cfs
CLARIVCO,2020-11-23,14,cfs
CLARIVCO,2020-11-24,18,cfs
CLARIVCO,2020-11-25,20,cfs
CLARIVCO,2020-11-26,18,cfs
CLARIVCO,2020-11-27,18,cfs
CLARIVCO,2020-11-28,18,cfs
CLARIVCO,2020-11-29,17,cfs
CLARIVCO,2020-11-30,18,cfs
CLARIVCO,2020-12-01,17,cfs
CLARIVCO,2020-12-02,22,cfs
CLARIVCO,2020-12-03,32,cfs
CLARIVCO,2020-12-04,22,cfs
CLARIVCO,2020-12-05,17,cfs
CLARIVCO,2020-12-06,17,cfs
CLARIVCO,2020-12-07,17,cfs
CLARIVCO,2020-12-08,17,cfs
CLARIVCO,2020-12-09,18,cfs
CLARIVCO,2020-12-10,18,cfs
CLARIVCO,2020-12-11,20,cfs
CLARIVCO,2020-12-12,20,cfs
CLARIVCO,2020-12-13,30,cfs
CLARIVCO,2020-12-14,39,cfs
CLARIVCO,2020-12-15,33,cfs
CLARIVCO,2020-12-16,44,cfs
CLARIVCO,2020-12-17,37,cfs
CLARIVCO,2020-12-18,26,cfs
CLARIVCO,2020-12-19,26,cfs
CLARIVCO,2020-12-20,30,cfs
CLARIVCO,2020-12-21,24,cfs
CLARIVCO,2020-12-22,23,cfs
CLARIVCO,2020-12-23,30,cfs
CLARIVCO,2020-12-24,37,cfs
CLARIVCO,2020-12-25,33,cfs
CLARIVCO,2020-12-26,28,cfs
CLARIVCO,2020-12-27,17,cfs
CLARIVCO,2020-12-28,17,cfs
CLARIVCO,2020-12-29,19,cfs
CLARIVCO,2020-12-30,36,cfs
CLARIVCO,2020-12-31,35,cfs
CLARIVCO,2021-01-01,21,cfs
CLARIVCO,2021-01-02,31,cfs
CLARIVCO,2021-01-03,24,cfs
CLARIVCO,2021-01-04,21,cfs
CLARIVCO,2021-01-05,19,cfs
CLARIVCO,2021-01-06,21,cfs
CLARIVCO,2021-01-07,21,cfs
CLARIVCO,2021-01-08,22,cfs
CLARIVCO,2021-01-09,18,cfs
CLARIVCO,2021-01-10,17,cfs
CLARIVCO,2021-01-11,31,cfs
CLARIVCO,2021-01-12,35,cfs
CLARIVCO,2021-01-13,31,cfs
CLARIVCO,2021-01-14,29,cfs
CLARIVCO,2021-01-15,44,cfs
CLARIVCO,2021-01-16,33,cfs
CLARIVCO,2021-01-17,19,cfs
CLARIVCO,2021-01-18,18,cfs
CLARIVCO,2021-01-19,33,cfs
CLARIVCO,2021-01-20,38,cfs
CLARIVCO,2021-01-21,69,cfs
CLARIVCO,2021-01-22,106,cfs
CLARIVCO,2021-01-23,19,cfs
CLARIVCO,2021-01-24,18,cfs
CLARIVCO,2021-01-25,18,cfs
CLARIVCO,2021-01-26,18,cfs
CLARIVCO,2021-01-27,21,cfs
CLARIVCO,2021-01-28,22,cfs
CLARIVCO,2021-01-29,25,cfs
CLARIVCO,2021-01-30,20,cfs
CLARIVCO,2021-01-31,18,cfs
CLARIVCO,2021-02-01,18,cfs
CLARIVCO,2021-02-02,19,cfs
CLARIVCO,2021-02-03,20,cfs
CLARIVCO,2021-02-04,18,cfs
CLARIVCO,2021-02-05,21,cfs
CLARIVCO,2021-02-06,19,cfs
CLARIVCO,2021-02-07,18,cfs
CLARIVCO,2021-02-08,17,cfs
CLARIVCO,2021-02-09,17,cfs
CLARIVCO,2021-02-10,6.7,cfs
CLARIVCO,2021-02-11,2.4,cfs
CLARIVCO,2021-02-12,4.3,cfs
CLARIVCO,2021-02-13,6.5,cfs
CLARIVCO,2021-02-14,3.4,cfs
CLARIVCO,2021-02-15,3.2,cfs
CLARIVCO,2021-02-16,3,cfs
CLARIVCO,2021-02-17,2.5,cfs
CLARIVCO,2021-02-18,2.3,cfs
CLARIVCO,2021-02-19,2.2,cfs
CLARIVCO,2021-02-20,2.1,cfs
CLARIVCO,2021-02-21,2.1,cfs
CLARIVCO,2021-02-22,11,cfs
CLARIVCO,2021-02-23,20,cfs
CLARIVCO,2021-02-24,19,cfs
CLARIVCO,2021-02-25,20,cfs
CLARIVCO,2021-02-26,20,cfs
CLARIVCO,2021-02-27,20,cfs
CLARIVCO,2021-02-28,20,cfs
CLARIVCO,2021-03-01,20,cfs
CLARIVCO,2021-03-02,19,cfs
CLARIVCO,2021-03-03,18,cfs
CLARIVCO,2021-03-04,20,cfs
CLARIVCO,2021-03-05,23,cfs
CLARIVCO,2021-03-06,19,cfs
CLARIVCO,2021-03-07,17,cfs
CLARIVCO,2021-03-08,16,cfs
CLARIVCO,2021-03-09,16,cfs
CLARIVCO,2021-03-10,16,cfs
CLARIVCO,2021-03-11,17,cfs
CLARIVCO,2021-03-12,17,cfs
CLARIVCO,2021-03-13,17,cfs
CLARIVCO,2021-03-14,25,cfs
CLARIVCO,2021-03-15,25,cfs
CLARIVCO,2021-03-16,21,cfs
CLARIVCO,2021-03-17,34,cfs
CLARIVCO,2021-03-18,56,cfs
CLARIVCO,2021-03-19,48,cfs
CLARIVCO,2021-03-20,49,cfs
CLARIVCO,2021-03-21,54,cfs
CLARIVCO,2021-03-22,51,cfs
CLARIVCO,2021-03-23,50,cfs
CLARIVCO,2021-03-24,55,cfs
CLARIVCO,2021-03-25,55,cfs
CLARIVCO,2021-03-26,52,cfs
CLARIVCO,2021-03-27,56,cfs
CLARIVCO,2021-03-28,53,cfs
