site_name,state,annual_streamflow_mm,mean_baseflow,ws_area_sqkm,site_elevation,median_ws_elevation,mean_annual_precip,mean_winter_temp,mean_aridity_index,soil_sand_content,mean_soil_organic_matter,mean_soil_permeability,percent_urban,percent_forested,percent_wetland,percent_s_facing
"Diamond River near Wentworth Location, NH",NH,844.2634865013907,48.37341052389695,383.8234,38941,64099,1232.574570352464,-10.315373700410165,1.824215693438809,47.17403429638985,2.537144043117385,97.07147349980926,0.030480799441029,87.39337581887841,3.72897411007789,0.366672293891179
