site_name,state,annual_streamflow_mm,mean_baseflow,ws_area_sqkm,site_elevation,median_ws_elevation,mean_annual_precip,mean_winter_temp,mean_aridity_index,soil_sand_content,mean_soil_organic_matter,mean_soil_permeability,percent_urban,percent_forested,percent_wetland,percent_s_facing
"Seboeis River near Shin Pond, Maine",ME,649.1249918721873,52.70978168747712,444.9492,15808.000000000004,23833,1079.6295524729549,-9.474862263469134,1.330462972935724,39.322505501977496,5.441100284160728,82.56375131281766,0.027711308843548,63.90248046554999,17.305004419650352,0.379768317276282
"Piscataquis River at Blanchard, Maine",ME,733.0421995859108,46.041549870489305,304.3764,17510,37776,1230.029555747399,-9.176838794440934,1.479194655384374,39.667236570307104,5.801685316155104,96.85041614173736,0.167062886610131,72.74125063572603,9.079646122366912,0.368283480585222
